disease	drug	proximity	pval
Arthritis, Infectious	amoxapine	2.048780488	0.431539973
Arthritis, Infectious	amphetamine	1.941176471	0.441366026
Arthritis, Infectious	ampicillin	3	0.999195564
Arthritis, Infectious	amrinone	1.5	0.025914738
Arthritis, Infectious	amsacrine	1.5	0.244143903
Arthritis, Infectious	amyl nitrite	2	0.5
Arthritis, Infectious	amylmetacresol	3	0.991883425
Arthritis, Infectious	amylocaine	2.428571429	0.985367869
Arthritis, Infectious	anagrelide	2	0.622825128
Arthritis, Infectious	anakinra	1	0.030316224
Arthritis, Infectious	anastrozole	2	0.370481804
Arthritis, Infectious	ancestim	1	0.097085996
Arthritis, Infectious	ancrod	2	0.685059521
Arthritis, Infectious	andexanet alfa	2	0.649739786
Arthritis, Infectious	angiotensin ii	2	0.673753328
Arthritis, Infectious	anileridine	2	0.690579534
Arthritis, Infectious	anisindione	2	0.602636553
Arthritis, Infectious	anisotropine methylbromide	2	0.484422602
Arthritis, Infectious	anistreplase	2	0.878449673
Arthritis, Infectious	antazoline	1	0.000485529
Arthritis, Infectious	anthralin	2	0.723263768
Arthritis, Infectious	anti-inhibitor coagulant complex	2	0.890373272
Arthritis, Infectious	antihemophilic factor (recombinant), pegylated	2	0.667945863
Arthritis, Infectious	antihemophilic factor human	2.5	0.990064133
Arthritis, Infectious	antihemophilic factor, human recombinant	1.818181818	0.923397699
Arthritis, Infectious	antipyrine	2	0.70423751
Arthritis, Infectious	antithrombin alfa	2	0.743013813
Arthritis, Infectious	antithrombin iii human	2	0.601210972
Arthritis, Infectious	antithymocyte immunoglobulin (rabbit)	2	0.87980722
Arthritis, Infectious	antrafenine	2	0.688340369
Arthritis, Infectious	apalutamide	2.071428571	0.378671373
Arthritis, Infectious	apixaban	2	0.662018519
Arthritis, Infectious	apomorphine	2.2	0.976959782
Arthritis, Infectious	apraclonidine	2	0.522943119
Arthritis, Infectious	aprepitant	2	0.411941066
Arthritis, Infectious	aprotinin	2.5	0.991379096
Arthritis, Infectious	arbutamine	1.666666667	0.421945576
Arthritis, Infectious	arbutin	2	0.404653594
Arthritis, Infectious	ardeparin	2	0.565406593
Arthritis, Infectious	arformoterol	1	0.363244662
Arthritis, Infectious	argatroban	2	0.757502749
Arthritis, Infectious	aripiprazole	2.11627907	0.998710565
Arthritis, Infectious	aripiprazole lauroxil	2.08	0.823575554
Arthritis, Infectious	armodafinil	2	0.617911422
Arthritis, Infectious	arsenic trioxide	1.1	0.191998857
Arthritis, Infectious	arzoxifene	1.5	0.980031115
Arthritis, Infectious	ascorbic acid	2	0.676057668
Arthritis, Infectious	asenapine	1.947368421	0.619646742
Arthritis, Infectious	asfotase alfa	2	0.601210972
Arthritis, Infectious	asparagine	1.5	0.01043316
Arthritis, Infectious	aspartic acid	1.55	0.000168305
Arthritis, Infectious	astemizole	1.75	0.43294777
Arthritis, Infectious	atenolol	1.5	0.5
Arthritis, Infectious	atezolizumab	2	0.339620799
Arthritis, Infectious	atomoxetine	2.181818182	0.998465373
Arthritis, Infectious	atorvastatin	1.8	0.821938351
Arthritis, Infectious	atosiban	2	0.405572757
Arthritis, Infectious	atovaquone	2	0.585500004
Arthritis, Infectious	atracurium besylate	4	0.999946104
Arthritis, Infectious	atropine	2.428571429	0.996671695
Arthritis, Infectious	auranofin	1.5	0.505790415
Arthritis, Infectious	aurothioglucose	2	0.324607523
Arthritis, Infectious	avanafil	2	0.377174872
Arthritis, Infectious	avatrombopag	2	0.411225003
Arthritis, Infectious	avelumab	2	0.397363447
Arthritis, Infectious	axicabtagene ciloleucel	2	0.662018519
Arthritis, Infectious	axitinib	1.333333333	0.030023634
Arthritis, Infectious	azacitidine	1	0.203428524
Arthritis, Infectious	azatadine	1	2.43E-05
Arthritis, Infectious	azathioprine	1	0.096800485
Arthritis, Infectious	azelaic acid	2	0.414946199
Arthritis, Infectious	azelastine	2	0.260959121
Arthritis, Infectious	azilsartan medoxomil	2	0.685059521
Arthritis, Infectious	azithromycin	2	0.553579205
Arthritis, Infectious	bacitracin	1	0.00471625
Arthritis, Infectious	baclofen	2	0.663277069
Arthritis, Infectious	balsalazide	1.75	0.467517174
Arthritis, Infectious	baricitinib	1	0.086229341
Arthritis, Infectious	basiliximab	1.916666667	0.382088578
Arthritis, Infectious	bazedoxifene	1.5	0.991070869
Arthritis, Infectious	becaplermin	1	0.005424541
Arthritis, Infectious	beclomethasone dipropionate	1	0.298602921
Arthritis, Infectious	belatacept	2.5	0.968318735
Arthritis, Infectious	belimumab	2	0.391491006
Arthritis, Infectious	belinostat	1.545454545	0.977611281
Arthritis, Infectious	bemiparin	2	0.647205631
Arthritis, Infectious	benazepril	2	0.513236346
Arthritis, Infectious	bendazac	2	0.705279216
Arthritis, Infectious	bendroflumethiazide	1.8	0.046942665
Arthritis, Infectious	benralizumab	1.5	0.010384933
Arthritis, Infectious	benserazide	2	0.344044106
Arthritis, Infectious	benzatropine	1.8	0.135015158
Arthritis, Infectious	benzocaine	2	0.262421471
Arthritis, Infectious	benzoic acid	2.4	0.984666777
Arthritis, Infectious	benzonatate	2	0.615393999
Arthritis, Infectious	benzphetamine	2	0.601210972
Arthritis, Infectious	benzthiazide	1.833333333	0.169378246
Arthritis, Infectious	benzylpenicillin	3.5	0.998656326
Arthritis, Infectious	benzylpenicilloyl polylysine	2	0.585053801
Arthritis, Infectious	bepotastine	1	0.000401652
Arthritis, Infectious	bepridil	1.7	0.123660749
Arthritis, Infectious	berberine	2	0.71788475
Arthritis, Infectious	betahistine	2	0.301665886
Arthritis, Infectious	betamethasone	1	0.332054137
Arthritis, Infectious	betaxolol	1.5	0.466895543
Arthritis, Infectious	betazole	3	0.826541535
Arthritis, Infectious	bethanechol	2.25	0.931964247
Arthritis, Infectious	bethanidine	1.857142857	0.399006487
Arthritis, Infectious	betrixaban	2	0.667945863
Arthritis, Infectious	bevacizumab	1.9	0.367674475
Arthritis, Infectious	bexarotene	1	0.015296449
Arthritis, Infectious	bezafibrate	1.428571429	0.093338231
Arthritis, Infectious	bicalutamide	1	0.344044106
Arthritis, Infectious	bilastine	1	1.87E-06
Arthritis, Infectious	bimatoprost	2.333333333	0.903935894
Arthritis, Infectious	binimetinib	0.8	3.63E-09
Arthritis, Infectious	bioallethrin	2.25	0.991823548
Arthritis, Infectious	biotin	1.888888889	0.725746882
Arthritis, Infectious	biperiden	3	0.998382544
Arthritis, Infectious	bisoprolol	1.5	0.543483646
Arthritis, Infectious	bivalirudin	2	0.696022825
Arthritis, Infectious	bleomycin	1.5	0.197370853
Arthritis, Infectious	blinatumomab	2	0.691462461
Arthritis, Infectious	bortezomib	1	0.055183613
Arthritis, Infectious	bosentan	2	0.585053801
Arthritis, Infectious	bosutinib	1.5	0.886973714
Arthritis, Infectious	botulinum toxin type a	2	0.815939875
Arthritis, Infectious	botulinum toxin type b	2	0.760551101
Arthritis, Infectious	bremelanotide	2.4	0.999373106
Arthritis, Infectious	brentuximab vedotin	2	0.5
Arthritis, Infectious	bretylium	1	0.130825545
Arthritis, Infectious	brexanolone	2.153846154	0.27980281
Arthritis, Infectious	brexpiprazole	1.8	0.123263728
Arthritis, Infectious	brigatinib	1.666666667	0.949311146
Arthritis, Infectious	brimonidine	2	0.452811441
Arthritis, Infectious	brinzolamide	2	0.148685059
Arthritis, Infectious	brivaracetam	2.636363636	0.999993436
Arthritis, Infectious	brolucizumab	2	0.690579534
Arthritis, Infectious	bromazepam	2.133333333	0.413899444
Arthritis, Infectious	bromfenac	2	0.663255419
Arthritis, Infectious	bromocriptine	2.055555556	0.91832908
Arthritis, Infectious	bromodiphenhydramine	1	2.43E-05
Arthritis, Infectious	brompheniramine	2.166666667	0.749419764
Arthritis, Infectious	buclizine	1.5	0.000832077
Arthritis, Infectious	budesonide	1.5	0.644995597
Arthritis, Infectious	bufexamac	2	0.881558852
Arthritis, Infectious	bumetanide	2.4	0.994006817
Arthritis, Infectious	bupivacaine	2	0.264984422
Arthritis, Infectious	buprenorphine	2	0.739334195
Arthritis, Infectious	bupropion	2.25	0.873728442
Arthritis, Infectious	buserelin	2.5	0.963351538
Arthritis, Infectious	buspirone	1.857142857	0.191028112
Arthritis, Infectious	butabarbital	2.117647059	0.514236563
Arthritis, Infectious	butalbital	2.117647059	0.409194072
Arthritis, Infectious	butamben	2.206896552	0.961864717
Arthritis, Infectious	butenafine	2	0.344044106
Arthritis, Infectious	butobarbital	2.2	0.599112917
Arthritis, Infectious	butorphanol	2	0.704060483
Arthritis, Infectious	butriptyline	1.666666667	0.042146081
Arthritis, Infectious	butylscopolamine	2	0.593951541
Arthritis, Infectious	cabazitaxel	1	0.074907758
Arthritis, Infectious	cabergoline	2	0.944132807
Arthritis, Infectious	cabozantinib	1.666666667	0.586751179
Arthritis, Infectious	caffeine	1.96875	0.370786635
Arthritis, Infectious	calcifediol	0	0.023277502
Arthritis, Infectious	calcipotriol	0	0.01359838
Arthritis, Infectious	calcitriol	1	0.043776556
Arthritis, Infectious	calcium	2.105263158	0.9971162
Arthritis, Infectious	calcium carbimide	2	0.21252738
Arthritis, Infectious	calcium chloride	2	0.575927349
Arthritis, Infectious	calcium citrate	1.935483871	0.878187077
Arthritis, Infectious	calcium levulinate	1.5	0.390833696
Arthritis, Infectious	calcium phosphate	1.935483871	0.878831197
Arthritis, Infectious	calcium phosphate dihydrate	1.935483871	0.920318699
Arthritis, Infectious	camphor	2	0.210408577
Arthritis, Infectious	canakinumab	0	4.54E-19
Arthritis, Infectious	candesartan cilexetil	2	0.655955894
Arthritis, Infectious	cangrelor	2	0.212833699
Arthritis, Infectious	cannabidiol	1.894736842	0.047237176
Arthritis, Infectious	cantharidin	2	0.742596867
Arthritis, Infectious	capecitabine	0	9.54E-06
Arthritis, Infectious	caplacizumab	2	0.615393999
Arthritis, Infectious	capromab pendetide	2	0.336722931
Arthritis, Infectious	capsaicin	1.5	0.408255468
Arthritis, Infectious	capsicum oleoresin	2	0.629927932
Arthritis, Infectious	captopril	1.6	0.050662725
Arthritis, Infectious	carbamazepine	2.333333333	0.987795753
Arthritis, Infectious	carbamoylcholine	2.5	0.99938992
Arthritis, Infectious	carbetocin	2	0.427460011
Arthritis, Infectious	carbidopa	2	0.337981481
Arthritis, Infectious	carbimazole	3	0.957589073
Arthritis, Infectious	carbinoxamine	1	5.18E-06
Arthritis, Infectious	carbocisteine	1	0.150190719
Arthritis, Infectious	carbon monoxide	2	0.342684283
Arthritis, Infectious	carboprost tromethamine	2	0.398789028
Arthritis, Infectious	carboxin	1	0.145349314
Arthritis, Infectious	carboxymethylcellulose	2	0.662018519
Arthritis, Infectious	carfilzomib	0.666666667	2.09E-07
Arthritis, Infectious	carglumic acid	2	0.706709131
Arthritis, Infectious	cariprazine	1.833333333	0.163593439
Arthritis, Infectious	carisoprodol	2	0.270464313
Arthritis, Infectious	carmustine	1	0.050914336
Arthritis, Infectious	carprofen	2	0.725206378
Arthritis, Infectious	carteolol	1.5	0.541535561
Arthritis, Infectious	carvedilol	1.777777778	0.428070205
Arthritis, Infectious	castor oil	2	0.536962044
Arthritis, Infectious	catridecacog	3	0.944703057
Arthritis, Infectious	catumaxomab	1.714285714	0.030022055
Arthritis, Infectious	cefazolin	2	0.363651407
Arthritis, Infectious	cefdinir	2	0.371469101
Arthritis, Infectious	cefotaxime	2.666666667	0.991149964
Arthritis, Infectious	ceftriaxone	2.666666667	0.927713236
Arthritis, Infectious	celecoxib	2	0.701356394
Arthritis, Infectious	celiprolol	1.833333333	0.467517174
Arthritis, Infectious	cemiplimab	2	0.463996416
Arthritis, Infectious	cenegermin	2	0.854650686
Arthritis, Infectious	ceritinib	2	0.820777414
Arthritis, Infectious	cerivastatin	2	0.539827837
Arthritis, Infectious	cerliponase alfa	2	0.667945863
Arthritis, Infectious	certolizumab pegol	0	0.000343409
Arthritis, Infectious	ceruletide	3	0.998581934
Arthritis, Infectious	cetirizine	1	2.08E-23
Arthritis, Infectious	cetrorelix	2.5	0.946973315
Arthritis, Infectious	cetuximab	1.909090909	0.671496128
Arthritis, Infectious	cevimeline	2	0.438887002
Arthritis, Infectious	chenodeoxycholic acid	2.333333333	0.879075366
Arthritis, Infectious	chloramphenicol	1	0.023296852
Arthritis, Infectious	chlorcyclizine	1	7.21E-05
Arthritis, Infectious	chlordiazepoxide	2.153846154	0.404083648
Arthritis, Infectious	chlorhexidine	2	0.433219432
Arthritis, Infectious	chlormerodrin	2	0.402829654
Arthritis, Infectious	chlormezanone	2	0.409719816
Arthritis, Infectious	chlorobutanol	2	0.717170456
Arthritis, Infectious	chloroprocaine	2	0.330369123
Arthritis, Infectious	chloroquine	1.333333333	0.01497868
Arthritis, Infectious	chlorothiazide	1.666666667	0.058850098
Arthritis, Infectious	chlorpheniramine	1.75	0.091619528
Arthritis, Infectious	chlorpromazine	1.884615385	0.200712878
Arthritis, Infectious	chlorpropamide	3	0.999243084
Arthritis, Infectious	chlorprothixene	2.083333333	0.788817729
Arthritis, Infectious	chlorthalidone	2.5	0.897312954
Arthritis, Infectious	chlorzoxazone	2	0.622825128
Arthritis, Infectious	cholecalciferol	0	0.013825818
Arthritis, Infectious	cholecystokinin	2	0.913734494
Arthritis, Infectious	cholesterol	1.333333333	0.137877543
Arthritis, Infectious	choline	2.142857143	0.844778412
Arthritis, Infectious	choline magnesium trisalicylate	2	0.657702878
Arthritis, Infectious	choline salicylate	2.142857143	0.837598126
Arthritis, Infectious	chondroitin sulfate	1.75	0.173895536
Arthritis, Infectious	choriogonadotropin alfa	2	0.701882467
Arthritis, Infectious	chorionic gonadotropin (human)	2	0.576237902
Arthritis, Infectious	chromic chloride	2	0.883678926
Arthritis, Infectious	chromic nitrate	1	0.005026772
Arthritis, Infectious	chromium	1	0.005026772
Arthritis, Infectious	chromium gluconate	1	0.002281057
Arthritis, Infectious	chromium nicotinate	1	0.013955718
Arthritis, Infectious	chromous sulfate	1	0.001418066
Arthritis, Infectious	chymopapain	2	0.515010203
Arthritis, Infectious	ciclesonide	1	0.314940479
Arthritis, Infectious	ciclopirox	1	0.097085996
Arthritis, Infectious	cilastatin	3	0.97336023
Arthritis, Infectious	cilazapril	2	0.56945295
Arthritis, Infectious	cilostazol	2	0.622825128
Arthritis, Infectious	cimetidine	3	0.799266544
Arthritis, Infectious	cinacalcet	2	0.599239516
Arthritis, Infectious	cinchocaine	1.666666667	0.5
Arthritis, Infectious	cinnarizine	2.25	0.980109148
Arthritis, Infectious	ciprofibrate	2	0.733410548
Arthritis, Infectious	ciprofloxacin	1.5	0.22409654
Arthritis, Infectious	cisapride	2	0.483633412
Arthritis, Infectious	cisatracurium	4	0.998908563
Arthritis, Infectious	cisplatin	1.5	0.130664223
Arthritis, Infectious	citalopram	1.5	0.003614303
Arthritis, Infectious	citric acid	1.954545455	0.462170013
Arthritis, Infectious	citrulline	2.083333333	0.774875715
Arthritis, Infectious	cladribine	1.777777778	0.392949938
Arthritis, Infectious	clarithromycin	2	0.706709131
Arthritis, Infectious	clemastine	1	0.001669771
Arthritis, Infectious	clenbuterol	1.4	0.022048564
Arthritis, Infectious	clevidipine	2.25	0.869213802
Arthritis, Infectious	clidinium	2	0.361465073
Arthritis, Infectious	clobazam	2.153846154	0.370723781
Arthritis, Infectious	clobetasol propionate	1	0.288034908
Arthritis, Infectious	clobetasone	1	0.314940479
Arthritis, Infectious	clocortolone	1	0.277669818
Arthritis, Infectious	clodronic acid	1	0.059031602
Arthritis, Infectious	clofarabine	1.5	0.29624439
Arthritis, Infectious	clofazimine	2	0.397363447
Arthritis, Infectious	clofedanol	1	0.000109655
Arthritis, Infectious	clofibrate	2	0.702218206
Arthritis, Infectious	clomifene	1.5	0.830452012
Arthritis, Infectious	clomipramine	1.833333333	0.371469101
Arthritis, Infectious	clonazepam	2.133333333	0.387247612
Arthritis, Infectious	clonidine	1.833333333	0.087998936
Arthritis, Infectious	clopidogrel	2	0.240852678
Arthritis, Infectious	clorazepic acid	2.142857143	0.376918012
Arthritis, Infectious	clotiazepam	2.076923077	0.297611035
Arthritis, Infectious	clotrimazole	2	0.622825128
Arthritis, Infectious	clove oil	2	0.891251409
Arthritis, Infectious	clozapine	2.037037037	0.702783012
Arthritis, Infectious	coagulation factor ix (recombinant)	2	0.912777858
Arthritis, Infectious	coagulation factor ix human	2	0.876589072
Arthritis, Infectious	coagulation factor vii human	2.333333333	0.960367631
Arthritis, Infectious	coagulation factor viia recombinant human	2.166666667	0.959128585
Arthritis, Infectious	cobimetinib	1	0.336523945
Arthritis, Infectious	cocaine	2	0.443484292
Arthritis, Infectious	coccidioides immitis spherule	1.142857143	0.000193307
Arthritis, Infectious	codeine	2	0.734786493
Arthritis, Infectious	collagenase clostridium histolyticum	2	0.862122457
Arthritis, Infectious	conestat alfa	2.333333333	0.999432387
Arthritis, Infectious	conivaptan	2	0.467517174
Arthritis, Infectious	conjugated estrogens	1.5	0.998581934
Arthritis, Infectious	copanlisib	1.5	0.297211431
Arthritis, Infectious	copper	1.683823529	0.458594129
Arthritis, Infectious	corifollitropin alfa	2	0.649739786
Arthritis, Infectious	corticorelin ovine triflutate	2	0.5
Arthritis, Infectious	corticotropin	2.5	0.93821372
Arthritis, Infectious	cortisone acetate	1	0.293290869
Arthritis, Infectious	creatine	1.714285714	0.034145871
Arthritis, Infectious	crisaborole	2	0.643029119
Arthritis, Infectious	crizanlizumab	2	0.590280184
Arthritis, Infectious	crizotinib	2	0.894957133
Arthritis, Infectious	crofelemer	2	0.707306854
Arthritis, Infectious	cromoglicic acid	2	0.698996013
Arthritis, Infectious	crotalus adamanteus antivenin	3	0.931405243
Arthritis, Infectious	cryptenamine	2.4	0.941666397
Arthritis, Infectious	cupric chloride	1.5	0.090058001
Arthritis, Infectious	curcumin	1	0.002341193
Arthritis, Infectious	cyanocobalamin	2	0.232509466
Arthritis, Infectious	cyclandelate	2	0.326585214
Arthritis, Infectious	cyclizine	1.5	0.017885626
Arthritis, Infectious	cyclobenzaprine	1.777777778	0.151473668
Arthritis, Infectious	cyclopentolate	2	0.431949774
Arthritis, Infectious	cyclophosphamide	2	0.679454089
Arthritis, Infectious	cyclosporine	1.5	0.059031602
Arthritis, Infectious	cyclothiazide	1.8	0.076531635
Arthritis, Infectious	cycrimine	2	0.356651587
Arthritis, Infectious	cyproheptadine	1.857142857	0.388230226
Arthritis, Infectious	cyproterone acetate	1.5	0.424072651
Arthritis, Infectious	cysteamine	3	0.999961552
Arthritis, Infectious	cysteine	1.846153846	0.239142405
Arthritis, Infectious	cystine	2.333333333	0.769219284
Arthritis, Infectious	cytarabine	2	0.690579534
Arthritis, Infectious	d-alpha-tocopherol acetate	1.666666667	0.532267464
Arthritis, Infectious	d-methionine	2	0.586197071
Arthritis, Infectious	d-serine	2	0.858661015
Arthritis, Infectious	dabigatran etexilate	2	0.732530303
Arthritis, Infectious	dabrafenib	2	0.918576135
Arthritis, Infectious	dacarbazine	1.5	0.233213307
Arthritis, Infectious	dactinomycin	1	0.031166598
Arthritis, Infectious	dalfampridine	2.357142857	0.998119733
Arthritis, Infectious	dalteparin	2	0.765771961
Arthritis, Infectious	damoctocog alfa pegol	2	0.663277069
Arthritis, Infectious	danaparoid	2	0.629927932
Arthritis, Infectious	danazol	1.6	0.685324243
Arthritis, Infectious	dantrolene	2	0.655955894
Arthritis, Infectious	dapiprazole	1.666666667	0.027200441
Arthritis, Infectious	daratumumab	2	0.550480794
Arthritis, Infectious	darbepoetin alfa	2	0.762430572
Arthritis, Infectious	darifenacin	2.4	0.945283675
Arthritis, Infectious	darolutamide	1.5	0.783007914
Arthritis, Infectious	dasatinib	1.434782609	0.233308782
Arthritis, Infectious	daunorubicin	1	0.036069115
Arthritis, Infectious	debrisoquine	2	0.5
Arthritis, Infectious	decamethonium	2.75	0.99997619
Arthritis, Infectious	decitabine	1	0.193738942
Arthritis, Infectious	deferoxamine	1	0.460172163
Arthritis, Infectious	defibrotide	2	0.557607312
Arthritis, Infectious	deflazacort	1	0.337981481
Arthritis, Infectious	degarelix	3	0.969500272
Arthritis, Infectious	demecarium	2.5	0.842303086
Arthritis, Infectious	denileukin diftitox	1.333333333	0.014170651
Arthritis, Infectious	denosumab	2	0.655955894
Arthritis, Infectious	deoxycholic acid	1.666666667	0.399742854
Arthritis, Infectious	dequalinium	2.333333333	0.987103965
Arthritis, Infectious	deserpidine	2	0.411941066
Arthritis, Infectious	desflurane	2.111111111	0.485369873
Arthritis, Infectious	desipramine	1.952380952	0.428160064
Arthritis, Infectious	deslanoside	1	0.087559238
Arthritis, Infectious	desloratadine	1	0.000274019
Arthritis, Infectious	desmopressin	2	0.389507756
Arthritis, Infectious	desogestrel	1.5	0.864333939
Arthritis, Infectious	desonide	1	0.282829544
Arthritis, Infectious	desoximetasone	1	0.314940479
Arthritis, Infectious	desoxycorticosterone acetate	2	0.722330182
Arthritis, Infectious	desvenlafaxine	2	0.574583162
Arthritis, Infectious	deutetrabenazine	2	0.477056881
Arthritis, Infectious	dexamethasone	1.8	0.895172984
Arthritis, Infectious	dexbrompheniramine	1	1.70E-07
Arthritis, Infectious	dexchlorpheniramine maleate	1	0.000509398
Arthritis, Infectious	dexfenfluramine	2	0.578983205
Arthritis, Infectious	dexibuprofen	2.166666667	0.997415808
Arthritis, Infectious	dexketoprofen	2	0.683344305
Arthritis, Infectious	dexlansoprazole	2	0.69337664
Arthritis, Infectious	dexmedetomidine	2	0.575927349
Arthritis, Infectious	dexmethylphenidate	2	0.541572736
Arthritis, Infectious	dexrazoxane	1	0.040110264
Arthritis, Infectious	dextroamphetamine	1.8	0.130825545
Arthritis, Infectious	dextromethorphan	2.142857143	0.999877834
Arthritis, Infectious	dextropropoxyphene	2	0.698220265
Arthritis, Infectious	dextrothyroxine	2.333333333	0.97650748
Arthritis, Infectious	dezocine	2	0.688340369
Arthritis, Infectious	diacerein	1.888888889	0.294984344
Arthritis, Infectious	diamorphine	2	0.661283762
Arthritis, Infectious	diazepam	2.125	0.382088661
Arthritis, Infectious	diazoxide	1.666666667	0.060137131
Arthritis, Infectious	dibotermin alfa	2	0.903542257
Arthritis, Infectious	dichloroacetic acid	2	0.696887158
Arthritis, Infectious	dichlorobenzyl alcohol	2.7	0.999996995
Arthritis, Infectious	diclofenac	2	0.651830136
Arthritis, Infectious	diclofenamide	2	0.338167807
Arthritis, Infectious	dicoumarol	2	0.902914004
Arthritis, Infectious	dicyclomine	2	0.4400052
Arthritis, Infectious	didanosine	1	0.068846728
