disease	drug	proximity	pval
Arthritis, Juvenile Rheumatoid	alefacept	1.6	0.0372562411850058
Arthritis, Juvenile Rheumatoid	alemtuzumab	1.7	0.0661222037189809
Arthritis, Juvenile Rheumatoid	alendronic acid	1.8	0.768950647941314
Arthritis, Juvenile Rheumatoid	alfacalcidol	0.5	0.0202072542549996
Arthritis, Juvenile Rheumatoid	alfentanil	2	0.791720028361604
Arthritis, Juvenile Rheumatoid	alfuzosin	2	0.790388094013849
Arthritis, Juvenile Rheumatoid	alglucosidase alfa	2	0.717170455962981
Arthritis, Juvenile Rheumatoid	alimemazine	1	0.000137262833944128
Arthritis, Juvenile Rheumatoid	alirocumab	2	0.680480040814262
Arthritis, Juvenile Rheumatoid	aliskiren	2	0.610462983720318
Arthritis, Juvenile Rheumatoid	alitretinoin	1.33333333333333	0.0567745330487167
Arthritis, Juvenile Rheumatoid	allopurinol	2	0.528115198294818
Arthritis, Juvenile Rheumatoid	almitrine	1	0.227761049963818
Arthritis, Juvenile Rheumatoid	almotriptan	2.5	0.988760094842646
Arthritis, Juvenile Rheumatoid	alogliptin	1	0.0383141933541994
Arthritis, Juvenile Rheumatoid	alosetron	2	0.62282512785252
Arthritis, Juvenile Rheumatoid	alpelisib	1	0.27525620658238
Arthritis, Juvenile Rheumatoid	alpha-1-proteinase inhibitor	1	0.0509143357888951
Arthritis, Juvenile Rheumatoid	alpha-linolenic acid	1.7	0.702851720165949
Arthritis, Juvenile Rheumatoid	alpha-tocopherol succinate	1.33333333333333	0.134168487257967
Arthritis, Juvenile Rheumatoid	alprazolam	2	0.288949669942758
Arthritis, Juvenile Rheumatoid	alprostadil	1.66666666666667	0.0953270945466952
Arthritis, Juvenile Rheumatoid	alteplase	2	0.962344311977623
Arthritis, Juvenile Rheumatoid	aluminium	1.5	0.621387750603233
Arthritis, Juvenile Rheumatoid	aluminium phosphate	1.5	0.519863768700243
Arthritis, Juvenile Rheumatoid	aluminum acetate	1.5	0.530936048250347
Arthritis, Juvenile Rheumatoid	aluminum chloride	2	0.71967755253324
Arthritis, Juvenile Rheumatoid	alverine	2	0.643348413060771
Arthritis, Juvenile Rheumatoid	alvimopan	1.66666666666667	0.406048458615097
Arthritis, Juvenile Rheumatoid	amantadine	1.8	0.2393414336732
Arthritis, Juvenile Rheumatoid	ambenonium	2	0.673753328496286
Arthritis, Juvenile Rheumatoid	ambrisentan	2	0.727448766363799
Arthritis, Juvenile Rheumatoid	amcinonide	1.5	0.94931114627627
Arthritis, Juvenile Rheumatoid	amifampridine	2	0.651217293242611
Arthritis, Juvenile Rheumatoid	amifostine	2	0.352794369308844
Arthritis, Juvenile Rheumatoid	amiloride	2.125	0.977219966873641
Arthritis, Juvenile Rheumatoid	aminocaproic acid	2	0.933995675434395
Arthritis, Juvenile Rheumatoid	aminoglutethimide	1	0.000246241106472371
Arthritis, Juvenile Rheumatoid	aminolevulinic acid	1	0.0199688854130538
Arthritis, Juvenile Rheumatoid	aminophylline	1.5	0.123085347216271
Arthritis, Juvenile Rheumatoid	aminosalicylic acid	1.33333333333333	0.243038381988665
Arthritis, Juvenile Rheumatoid	amiodarone	1.57142857142857	0.343957534526783
Arthritis, Juvenile Rheumatoid	amisulpride	1.75	0.656449105971642
Arthritis, Juvenile Rheumatoid	amitriptyline	1.90625	0.755425340432307
Arthritis, Juvenile Rheumatoid	amlexanox	1.75	0.212318904730908
Arthritis, Juvenile Rheumatoid	amlodipine	2	0.637976195437706
Arthritis, Juvenile Rheumatoid	amobarbital	2	0.522346810217828
Arthritis, Juvenile Rheumatoid	amodiaquine	2	0.546040953290993
Arthritis, Juvenile Rheumatoid	amoxapine	1.92682926829268	0.367185264614264
Arthritis, Juvenile Rheumatoid	amphetamine	1.76470588235294	0.262629031838179
Arthritis, Juvenile Rheumatoid	ampicillin	2.33333333333333	0.926757822766651
Arthritis, Juvenile Rheumatoid	amrinone	1.5	0.164648763525241
Arthritis, Juvenile Rheumatoid	amsacrine	1.25	0.0957415103620123
Arthritis, Juvenile Rheumatoid	amyl nitrite	2	0.628408886831008
Arthritis, Juvenile Rheumatoid	amylmetacresol	2	0.471884801705182
Arthritis, Juvenile Rheumatoid	amylocaine	2	0.555049546535346
Arthritis, Juvenile Rheumatoid	anagrelide	2	0.733163079974869
Arthritis, Juvenile Rheumatoid	anakinra	0	0.000110240669660863
Arthritis, Juvenile Rheumatoid	anastrozole	0	3.09203286925253e-09
Arthritis, Juvenile Rheumatoid	ancestim	1	0.293290868807751
Arthritis, Juvenile Rheumatoid	ancrod	2	0.741986367007745
Arthritis, Juvenile Rheumatoid	andexanet alfa	2	0.701397079231245
Arthritis, Juvenile Rheumatoid	angiotensin ii	2	0.737578529093946
Arthritis, Juvenile Rheumatoid	anileridine	2	0.722330181576224
Arthritis, Juvenile Rheumatoid	anisindione	2	0.67412420918787
Arthritis, Juvenile Rheumatoid	anisotropine methylbromide	1.66666666666667	0.100751656360577
Arthritis, Juvenile Rheumatoid	anistreplase	2	0.950389875002652
Arthritis, Juvenile Rheumatoid	antazoline	1	0.00650238267099552
Arthritis, Juvenile Rheumatoid	anthralin	1.66666666666667	0.514777254915897
Arthritis, Juvenile Rheumatoid	anti-inhibitor coagulant complex	1.875	0.816531554839559
Arthritis, Juvenile Rheumatoid	antihemophilic factor (recombinant), pegylated	2	0.747588459621979
Arthritis, Juvenile Rheumatoid	antihemophilic factor human	2	0.658398271676732
Arthritis, Juvenile Rheumatoid	antihemophilic factor, human recombinant	1.54545454545455	0.478976047158203
Arthritis, Juvenile Rheumatoid	antipyrine	2	0.791794708667689
Arthritis, Juvenile Rheumatoid	antithrombin alfa	2	0.864984842057043
Arthritis, Juvenile Rheumatoid	antithrombin iii human	2	0.654490539014738
Arthritis, Juvenile Rheumatoid	antithymocyte immunoglobulin (rabbit)	1.55555555555556	0.183744121756117
Arthritis, Juvenile Rheumatoid	antrafenine	2	0.741986367007745
Arthritis, Juvenile Rheumatoid	apalutamide	1.92857142857143	0.334876364364949
Arthritis, Juvenile Rheumatoid	apixaban	2	0.717884749579625
Arthritis, Juvenile Rheumatoid	apomorphine	2.13333333333333	0.98485563863721
Arthritis, Juvenile Rheumatoid	apraclonidine	2	0.74769439472951
Arthritis, Juvenile Rheumatoid	aprepitant	2	0.578054424127042
Arthritis, Juvenile Rheumatoid	aprotinin	1.75	0.415986381827774
Arthritis, Juvenile Rheumatoid	arbutamine	1	0.0423169315471019
Arthritis, Juvenile Rheumatoid	arbutin	2	0.484989796885206
Arthritis, Juvenile Rheumatoid	ardeparin	2	0.641816341539171
Arthritis, Juvenile Rheumatoid	arformoterol	0	0.0920320564679599
Arthritis, Juvenile Rheumatoid	argatroban	2	0.869174454705882
Arthritis, Juvenile Rheumatoid	aripiprazole	1.93023255813953	0.928893837922861
Arthritis, Juvenile Rheumatoid	aripiprazole lauroxil	1.96	0.836996875648311
Arthritis, Juvenile Rheumatoid	armodafinil	2	0.663277068561605
Arthritis, Juvenile Rheumatoid	arsenic trioxide	1	0.117893215439927
Arthritis, Juvenile Rheumatoid	ascorbic acid	1.78260869565217	0.218105925914703
Arthritis, Juvenile Rheumatoid	asenapine	1.78947368421053	0.526420654495189
Arthritis, Juvenile Rheumatoid	asfotase alfa	2	0.671829972706849
Arthritis, Juvenile Rheumatoid	asparagine	1.83333333333333	0.520592908040793
Arthritis, Juvenile Rheumatoid	aspartic acid	1.6	0.101471934512373
Arthritis, Juvenile Rheumatoid	astemizole	1.75	0.649075679103406
Arthritis, Juvenile Rheumatoid	atenolol	1	0.247143433065646
Arthritis, Juvenile Rheumatoid	atezolizumab	1	0.000120538516227595
Arthritis, Juvenile Rheumatoid	atomoxetine	1.90909090909091	0.887702755855841
Arthritis, Juvenile Rheumatoid	atorvastatin	1.4	0.171116920550399
Arthritis, Juvenile Rheumatoid	atosiban	2	0.6729449639444
Arthritis, Juvenile Rheumatoid	atovaquone	2	0.648476303192096
Arthritis, Juvenile Rheumatoid	atracurium besylate	3	0.980607941682367
Arthritis, Juvenile Rheumatoid	atropine	2	0.587643926527934
Arthritis, Juvenile Rheumatoid	auranofin	1.5	0.717170455962981
Arthritis, Juvenile Rheumatoid	aurothioglucose	2	0.482236284666628
Arthritis, Juvenile Rheumatoid	avanafil	2	0.585500004359447
Arthritis, Juvenile Rheumatoid	avatrombopag	1	0.000297042850072515
Arthritis, Juvenile Rheumatoid	avelumab	1	0.00512083709545472
Arthritis, Juvenile Rheumatoid	axicabtagene ciloleucel	2	0.696022825051387
Arthritis, Juvenile Rheumatoid	axitinib	1.66666666666667	0.589326050273376
Arthritis, Juvenile Rheumatoid	azacitidine	2	0.931153272283878
Arthritis, Juvenile Rheumatoid	azatadine	1	0.000143540578803737
Arthritis, Juvenile Rheumatoid	azathioprine	1	0.133634066516391
Arthritis, Juvenile Rheumatoid	azelaic acid	2	0.546040953290993
Arthritis, Juvenile Rheumatoid	azelastine	1.75	0.167959062795475
Arthritis, Juvenile Rheumatoid	azilsartan medoxomil	2	0.717170455962981
Arthritis, Juvenile Rheumatoid	azithromycin	2	0.651217293242611
Arthritis, Juvenile Rheumatoid	bacitracin	1	0.104533106080326
Arthritis, Juvenile Rheumatoid	baclofen	2	0.777599493897346
Arthritis, Juvenile Rheumatoid	balsalazide	1.5	0.382035473164631
Arthritis, Juvenile Rheumatoid	baricitinib	1	0.178061648860501
Arthritis, Juvenile Rheumatoid	basiliximab	1.5	0.00220966785784741
Arthritis, Juvenile Rheumatoid	becaplermin	1.33333333333333	0.556515707849836
Arthritis, Juvenile Rheumatoid	beclomethasone dipropionate	1	0.430547049879759
Arthritis, Juvenile Rheumatoid	belatacept	0.5	3.68568335751875e-09
Arthritis, Juvenile Rheumatoid	belimumab	2	0.586197071489264
Arthritis, Juvenile Rheumatoid	belinostat	1.27272727272727	0.952591806963133
Arthritis, Juvenile Rheumatoid	bemiparin	2	0.734909872385584
Arthritis, Juvenile Rheumatoid	benazepril	0	4.29885397763093e-09
Arthritis, Juvenile Rheumatoid	bendazac	2	0.791794708667689
Arthritis, Juvenile Rheumatoid	bendroflumethiazide	2	0.798074767007181
Arthritis, Juvenile Rheumatoid	benralizumab	1.5	0.119540883505914
Arthritis, Juvenile Rheumatoid	benserazide	2	0.45740174409047
Arthritis, Juvenile Rheumatoid	benzatropine	1.8	0.257920979606324
Arthritis, Juvenile Rheumatoid	benzocaine	2	0.37717487214748
Arthritis, Juvenile Rheumatoid	benzoic acid	2.2	0.967751614239792
Arthritis, Juvenile Rheumatoid	benzonatate	2	0.706709131192249
Arthritis, Juvenile Rheumatoid	benzphetamine	2	0.748174084061876
Arthritis, Juvenile Rheumatoid	benzthiazide	1.83333333333333	0.472027632678438
Arthritis, Juvenile Rheumatoid	benzylpenicillin	3	0.994723833768221
Arthritis, Juvenile Rheumatoid	benzylpenicilloyl polylysine	2	0.68291420666201
Arthritis, Juvenile Rheumatoid	bepotastine	1	0.00475262930189152
Arthritis, Juvenile Rheumatoid	bepridil	1.8	0.781023908028686
Arthritis, Juvenile Rheumatoid	berberine	2	0.809429490163818
Arthritis, Juvenile Rheumatoid	betahistine	2	0.359450752398652
Arthritis, Juvenile Rheumatoid	betamethasone	1	0.419528060652873
Arthritis, Juvenile Rheumatoid	betaxolol	1	0.251825915938124
Arthritis, Juvenile Rheumatoid	betazole	2	0.318495368566627
Arthritis, Juvenile Rheumatoid	bethanechol	1.75	0.203944385222317
Arthritis, Juvenile Rheumatoid	bethanidine	1.57142857142857	0.179843890410476
Arthritis, Juvenile Rheumatoid	betrixaban	2	0.707491192330872
Arthritis, Juvenile Rheumatoid	bevacizumab	1.7	0.216325380129773
Arthritis, Juvenile Rheumatoid	bexarotene	1	0.0765995169592956
Arthritis, Juvenile Rheumatoid	bezafibrate	1.42857142857143	0.646983895409129
Arthritis, Juvenile Rheumatoid	bilastine	1	0.0316812646126114
Arthritis, Juvenile Rheumatoid	bimatoprost	1.66666666666667	0.145043524527483
Arthritis, Juvenile Rheumatoid	binimetinib	0.6	1.73380540602846e-07
Arthritis, Juvenile Rheumatoid	bioallethrin	2.07142857142857	0.960796299899586
Arthritis, Juvenile Rheumatoid	biotin	1.55555555555556	0.18655037402234
Arthritis, Juvenile Rheumatoid	biperiden	2.5	0.955330685526462
Arthritis, Juvenile Rheumatoid	bisoprolol	1	0.296244389702026
Arthritis, Juvenile Rheumatoid	bivalirudin	2	0.840128812753863
Arthritis, Juvenile Rheumatoid	bleomycin	1.5	0.400760483613276
Arthritis, Juvenile Rheumatoid	blinatumomab	1.5	0.174229343022176
Arthritis, Juvenile Rheumatoid	bortezomib	1	0.237947879231275
Arthritis, Juvenile Rheumatoid	bosentan	2	0.738188339266113
Arthritis, Juvenile Rheumatoid	bosutinib	1.3	0.655955893774368
Arthritis, Juvenile Rheumatoid	botulinum toxin type a	2	0.861402446574017
Arthritis, Juvenile Rheumatoid	botulinum toxin type b	2	0.84377007904765
Arthritis, Juvenile Rheumatoid	bremelanotide	2	0.734420722260533
Arthritis, Juvenile Rheumatoid	brentuximab vedotin	1	0.0108761210269565
Arthritis, Juvenile Rheumatoid	bretylium	1	0.242497250706788
Arthritis, Juvenile Rheumatoid	brexanolone	2	0.318310635098895
Arthritis, Juvenile Rheumatoid	brexpiprazole	1.8	0.43775250900149
Arthritis, Juvenile Rheumatoid	brigatinib	1.11111111111111	0.231655792441728
Arthritis, Juvenile Rheumatoid	brimonidine	2	0.634758496127105
Arthritis, Juvenile Rheumatoid	brinzolamide	2	0.372120981950705
Arthritis, Juvenile Rheumatoid	brivaracetam	2	0.56703115467533
Arthritis, Juvenile Rheumatoid	brolucizumab	2	0.772238950036182
Arthritis, Juvenile Rheumatoid	bromazepam	2	0.318149576563407
Arthritis, Juvenile Rheumatoid	bromfenac	2	0.76871446287183
Arthritis, Juvenile Rheumatoid	bromocriptine	2.05555555555556	0.98268835938007
Arthritis, Juvenile Rheumatoid	bromodiphenhydramine	1	0.021056092656507
Arthritis, Juvenile Rheumatoid	brompheniramine	1.66666666666667	0.038939601825777
Arthritis, Juvenile Rheumatoid	buclizine	1.5	0.0326318662221502
Arthritis, Juvenile Rheumatoid	budesonide	1.5	0.988690301312338
Arthritis, Juvenile Rheumatoid	bufexamac	1.75	0.737214638620754
Arthritis, Juvenile Rheumatoid	bumetanide	1.8	0.573085330463162
Arthritis, Juvenile Rheumatoid	bupivacaine	1.5	0.0446693144735382
Arthritis, Juvenile Rheumatoid	buprenorphine	1.75	0.385282480293211
Arthritis, Juvenile Rheumatoid	bupropion	2	0.707463282544198
Arthritis, Juvenile Rheumatoid	buserelin	2	0.565406593191326
Arthritis, Juvenile Rheumatoid	buspirone	1.85714285714286	0.524088007971552
Arthritis, Juvenile Rheumatoid	butabarbital	2	0.473091170232925
Arthritis, Juvenile Rheumatoid	butalbital	2	0.486423138229448
Arthritis, Juvenile Rheumatoid	butamben	2.13793103448276	0.996231940908251
Arthritis, Juvenile Rheumatoid	butenafine	2	0.555403770535204
Arthritis, Juvenile Rheumatoid	butobarbital	2	0.533922695224167
Arthritis, Juvenile Rheumatoid	butorphanol	1.66666666666667	0.28803490755652
Arthritis, Juvenile Rheumatoid	butriptyline	1.66666666666667	0.26518594000479
Arthritis, Juvenile Rheumatoid	butylscopolamine	1.5	0.212833698648089
Arthritis, Juvenile Rheumatoid	cabazitaxel	1	0.175729049320987
Arthritis, Juvenile Rheumatoid	cabergoline	1.95	0.96647928255312
Arthritis, Juvenile Rheumatoid	cabozantinib	1	0.254025788186149
Arthritis, Juvenile Rheumatoid	caffeine	1.75	0.0659167159975355
Arthritis, Juvenile Rheumatoid	calcifediol	0	0.0130453342405627
Arthritis, Juvenile Rheumatoid	calcipotriol	0	0.00800780921348431
Arthritis, Juvenile Rheumatoid	calcitriol	1	0.143735413536034
Arthritis, Juvenile Rheumatoid	calcium	1.68421052631579	0.445139614270586
Arthritis, Juvenile Rheumatoid	calcium carbimide	2	0.310579197322978
Arthritis, Juvenile Rheumatoid	calcium chloride	1	0.0139557179990722
Arthritis, Juvenile Rheumatoid	calcium citrate	1.67741935483871	0.336464127218377
Arthritis, Juvenile Rheumatoid	calcium levulinate	1.5	0.449519206289237
Arthritis, Juvenile Rheumatoid	calcium phosphate	1.67741935483871	0.370926030856678
Arthritis, Juvenile Rheumatoid	calcium phosphate dihydrate	1.67741935483871	0.327264302540892
Arthritis, Juvenile Rheumatoid	camphor	2	0.453412880681193
Arthritis, Juvenile Rheumatoid	canakinumab	0	2.95931710105896e-07
Arthritis, Juvenile Rheumatoid	candesartan cilexetil	2	0.732530303108559
Arthritis, Juvenile Rheumatoid	cangrelor	2	0.272516864499218
Arthritis, Juvenile Rheumatoid	cannabidiol	1.76315789473684	0.0431339421005431
Arthritis, Juvenile Rheumatoid	cantharidin	1	0.0828311253611192
Arthritis, Juvenile Rheumatoid	capecitabine	0	0.00247430809538021
Arthritis, Juvenile Rheumatoid	caplacizumab	2	0.701397079231245
Arthritis, Juvenile Rheumatoid	capromab pendetide	2	0.522943119175437
Arthritis, Juvenile Rheumatoid	capsaicin	1.5	0.521408725246311
Arthritis, Juvenile Rheumatoid	capsicum oleoresin	2	0.664313379729564
Arthritis, Juvenile Rheumatoid	captopril	1	1.6249733004388e-05
Arthritis, Juvenile Rheumatoid	carbamazepine	2	0.771971292524114
Arthritis, Juvenile Rheumatoid	carbamoylcholine	2	0.718133719938966
Arthritis, Juvenile Rheumatoid	carbetocin	2	0.550480793710763
Arthritis, Juvenile Rheumatoid	carbidopa	2	0.453959046709007
Arthritis, Juvenile Rheumatoid	carbimazole	3	0.982590118286827
Arthritis, Juvenile Rheumatoid	carbinoxamine	1	0.000323168204676333
Arthritis, Juvenile Rheumatoid	carbocisteine	0	0.00252358521547903
Arthritis, Juvenile Rheumatoid	carbon monoxide	2	0.525138553271685
Arthritis, Juvenile Rheumatoid	carboprost tromethamine	1	0.0168784322106508
Arthritis, Juvenile Rheumatoid	carboxin	1	0.35343246457713
Arthritis, Juvenile Rheumatoid	carboxymethylcellulose	2	0.690579534301245
Arthritis, Juvenile Rheumatoid	carfilzomib	0.666666666666667	0.000144373004622697
Arthritis, Juvenile Rheumatoid	carglumic acid	2	0.752556198548912
Arthritis, Juvenile Rheumatoid	cariprazine	1.66666666666667	0.14500954787363
Arthritis, Juvenile Rheumatoid	carisoprodol	2	0.472637094561425
Arthritis, Juvenile Rheumatoid	carmustine	1	0.1111956827109
Arthritis, Juvenile Rheumatoid	carprofen	2	0.745413408339042
Arthritis, Juvenile Rheumatoid	carteolol	1	0.2692211882864
Arthritis, Juvenile Rheumatoid	carvedilol	1.77777777777778	0.87806311414758
Arthritis, Juvenile Rheumatoid	castor oil	2	0.657337588859146
Arthritis, Juvenile Rheumatoid	catridecacog	2	0.423762097784716
Arthritis, Juvenile Rheumatoid	catumaxomab	1.42857142857143	0.00349512715721187
Arthritis, Juvenile Rheumatoid	cefazolin	1	8.41071644328895e-06
Arthritis, Juvenile Rheumatoid	cefdinir	2	0.5
Arthritis, Juvenile Rheumatoid	cefotaxime	2.33333333333333	0.989218357436458
Arthritis, Juvenile Rheumatoid	ceftriaxone	2.33333333333333	0.78783455846881
Arthritis, Juvenile Rheumatoid	celecoxib	1.75	0.504802691204177
Arthritis, Juvenile Rheumatoid	celiprolol	1.5	0.122314250319533
Arthritis, Juvenile Rheumatoid	cemiplimab	2	0.588058934300602
Arthritis, Juvenile Rheumatoid	cenegermin	1	0.179222586394104
Arthritis, Juvenile Rheumatoid	ceritinib	1	0.198581893526159
Arthritis, Juvenile Rheumatoid	cerivastatin	2	0.679454089019012
Arthritis, Juvenile Rheumatoid	cerliponase alfa	1	0.115168378527761
Arthritis, Juvenile Rheumatoid	certolizumab pegol	0	0.0138258183538257
Arthritis, Juvenile Rheumatoid	ceruletide	3	0.998782799476807
Arthritis, Juvenile Rheumatoid	cetirizine	1	0.0157127631529373
Arthritis, Juvenile Rheumatoid	cetrorelix	2	0.464256849500084
Arthritis, Juvenile Rheumatoid	cetuximab	1.63636363636364	0.126578071728251
Arthritis, Juvenile Rheumatoid	cevimeline	1.5	0.0381018102800688
Arthritis, Juvenile Rheumatoid	chenodeoxycholic acid	1.66666666666667	0.356333236988417
Arthritis, Juvenile Rheumatoid	chloramphenicol	1	0.0960086135467055
Arthritis, Juvenile Rheumatoid	chlorcyclizine	1	0.000756915782773438
Arthritis, Juvenile Rheumatoid	chlordiazepoxide	2	0.29724523165098
Arthritis, Juvenile Rheumatoid	chlorhexidine	2	0.539827837277029
Arthritis, Juvenile Rheumatoid	chlormerodrin	2	0.657702878356116
Arthritis, Juvenile Rheumatoid	chlormezanone	2	0.57177963700085
Arthritis, Juvenile Rheumatoid	chlorobutanol	2	0.754347689258409
Arthritis, Juvenile Rheumatoid	chloroprocaine	2	0.636008977465021
Arthritis, Juvenile Rheumatoid	chloroquine	1.33333333333333	0.103197880987154
Arthritis, Juvenile Rheumatoid	chlorothiazide	2	0.692111041554552
Arthritis, Juvenile Rheumatoid	chlorpheniramine	1.75	0.242872251142911
Arthritis, Juvenile Rheumatoid	chlorpromazine	1.80769230769231	0.439941725552198
Arthritis, Juvenile Rheumatoid	chlorpropamide	3	0.999003728080721
Arthritis, Juvenile Rheumatoid	chlorprothixene	1.75	0.0764320910725167
Arthritis, Juvenile Rheumatoid	chlorthalidone	2	0.480136231299757
Arthritis, Juvenile Rheumatoid	chlorzoxazone	2	0.727448766363799
Arthritis, Juvenile Rheumatoid	cholecalciferol	0	0.0127133305188349
Arthritis, Juvenile Rheumatoid	cholecystokinin	1.66666666666667	0.853226688509441
Arthritis, Juvenile Rheumatoid	cholesterol	1	0.0304589545072289
Arthritis, Juvenile Rheumatoid	choline	2.14285714285714	0.9233962359507
Arthritis, Juvenile Rheumatoid	choline magnesium trisalicylate	2	0.790292034819316
Arthritis, Juvenile Rheumatoid	choline salicylate	2.14285714285714	0.982452153734603
Arthritis, Juvenile Rheumatoid	chondroitin sulfate	1.25	0.00185017112378603
Arthritis, Juvenile Rheumatoid	choriogonadotropin alfa	2	0.72373006021957
Arthritis, Juvenile Rheumatoid	chorionic gonadotropin (human)	2	0.666155239894443
Arthritis, Juvenile Rheumatoid	chromic chloride	1	0.337981481399644
Arthritis, Juvenile Rheumatoid	chromic nitrate	2	0.690579534301245
Arthritis, Juvenile Rheumatoid	chromium	2	0.685059521266246
Arthritis, Juvenile Rheumatoid	chromium gluconate	2	0.706709131192249
Arthritis, Juvenile Rheumatoid	chromium nicotinate	2	0.685059521266246
Arthritis, Juvenile Rheumatoid	chromous sulfate	2	0.701397079231245
Arthritis, Juvenile Rheumatoid	chymopapain	2	0.57592734943351
Arthritis, Juvenile Rheumatoid	ciclesonide	1	0.409719815650881
Arthritis, Juvenile Rheumatoid	ciclopirox	1	0.21313749767595
Arthritis, Juvenile Rheumatoid	cilastatin	2	0.34466037212257
Arthritis, Juvenile Rheumatoid	cilazapril	0	2.18347675226758e-16
Arthritis, Juvenile Rheumatoid	cilostazol	2	0.783690621275128
Arthritis, Juvenile Rheumatoid	cimetidine	2	0.320563107207765
Arthritis, Juvenile Rheumatoid	cinacalcet	2	0.655955893774368
Arthritis, Juvenile Rheumatoid	cinchocaine	1.66666666666667	0.561743433363971
Arthritis, Juvenile Rheumatoid	cinnarizine	1.875	0.212972542380664
Arthritis, Juvenile Rheumatoid	ciprofibrate	2	0.793285612424399
Arthritis, Juvenile Rheumatoid	ciprofloxacin	1.5	0.577192933194247
Arthritis, Juvenile Rheumatoid	cisapride	1.75	0.389537016279682
Arthritis, Juvenile Rheumatoid	cisatracurium	3	0.961898189719931
Arthritis, Juvenile Rheumatoid	cisplatin	1.25	0.163748328197486
Arthritis, Juvenile Rheumatoid	citalopram	1.5	0.0866565882050787
Arthritis, Juvenile Rheumatoid	citric acid	1.68181818181818	0.0247954675563811
Arthritis, Juvenile Rheumatoid	citrulline	1.83333333333333	0.447403654235451
Arthritis, Juvenile Rheumatoid	cladribine	1.77777777777778	0.657223420190422
Arthritis, Juvenile Rheumatoid	clarithromycin	2	0.756604838918054
