disease	drug	proximity	pval
Arthritis, Infectious	alpelisib	1	0.169547988137682
Arthritis, Infectious	alpha-1-proteinase inhibitor	2	0.701397079231245
Arthritis, Infectious	alpha-linolenic acid	1.8	0.394925172523004
Arthritis, Infectious	alpha-tocopherol succinate	1.66666666666667	0.41311803867351
Arthritis, Infectious	alprazolam	2.14285714285714	0.359283916620115
Arthritis, Infectious	alprostadil	2.33333333333333	0.847861775759318
Arthritis, Infectious	alteplase	2	0.866969793782828
Arthritis, Infectious	aluminium	1.75	0.685059521266246
Arthritis, Infectious	aluminium phosphate	1.75	0.754537219266652
Arthritis, Infectious	aluminum acetate	1.75	0.765454761620491
Arthritis, Infectious	aluminum chloride	1	0.0424109272029303
Arthritis, Infectious	alverine	2	0.545204052591652
Arthritis, Infectious	alvimopan	2	0.763935698993676
Arthritis, Infectious	amantadine	2.2	0.895067180798716
Arthritis, Infectious	ambenonium	2	0.586197071489264
Arthritis, Infectious	ambrisentan	2	0.655955893774368
Arthritis, Infectious	amcinonide	1.5	0.777910342438448
Arthritis, Infectious	amifampridine	2	0.5
Arthritis, Infectious	amifostine	2.5	0.812374781684308
Arthritis, Infectious	amiloride	2.125	0.903537705294299
Arthritis, Infectious	aminocaproic acid	2	0.825024713642958
Arthritis, Infectious	aminoglutethimide	2	0.347131708262821
Arthritis, Infectious	aminolevulinic acid	2	0.649739785701631
Arthritis, Infectious	aminophylline	1.75	0.54253581826379
Arthritis, Infectious	aminosalicylic acid	1.66666666666667	0.336243941172055
Arthritis, Infectious	amiodarone	1.85714285714286	0.637377717725005
Arthritis, Infectious	amisulpride	2	0.864889475284904
Arthritis, Infectious	amitriptyline	2.09375	0.946787226834485
Arthritis, Infectious	amlexanox	2	0.4163447864862
Arthritis, Infectious	amlodipine	2.28571428571429	0.962850737723484
Arthritis, Infectious	amobarbital	2.2	0.731670660964556
Arthritis, Infectious	amodiaquine	2	0.398626189818971
Arthritis, Infectious	amoxapine	2.04878048780488	0.431539972770511
Arthritis, Infectious	amphetamine	1.94117647058824	0.441366025521301
Arthritis, Infectious	ampicillin	3	0.999195564085079
Arthritis, Infectious	amrinone	1.5	0.0259147384025539
Arthritis, Infectious	amsacrine	1.5	0.244143902589468
Arthritis, Infectious	amyl nitrite	2	0.5
Arthritis, Infectious	amylmetacresol	3	0.991883424589392
Arthritis, Infectious	amylocaine	2.42857142857143	0.985367868545405
Arthritis, Infectious	anagrelide	2	0.62282512785252
Arthritis, Infectious	anakinra	1	0.0303162237353102
Arthritis, Infectious	anastrozole	2	0.370481803776737
Arthritis, Infectious	ancestim	1	0.0970859962880845
Arthritis, Infectious	ancrod	2	0.685059521266246
Arthritis, Infectious	andexanet alfa	2	0.649739785701631
Arthritis, Infectious	angiotensin ii	2	0.673753328496286
Arthritis, Infectious	anileridine	2	0.690579534301245
Arthritis, Infectious	anisindione	2	0.602636552769861
Arthritis, Infectious	anisotropine methylbromide	2	0.484422602147132
Arthritis, Infectious	anistreplase	2	0.87844967266626
Arthritis, Infectious	antazoline	1	0.000485529458235564
Arthritis, Infectious	anthralin	2	0.723263768416141
Arthritis, Infectious	anti-inhibitor coagulant complex	2	0.890373272307002
Arthritis, Infectious	antihemophilic factor (recombinant), pegylated	2	0.667945862951247
Arthritis, Infectious	antihemophilic factor human	2.5	0.990064132552967
Arthritis, Infectious	antihemophilic factor, human recombinant	1.81818181818182	0.923397699040403
Arthritis, Infectious	antipyrine	2	0.704237510086487
Arthritis, Infectious	antithrombin alfa	2	0.743013813150004
Arthritis, Infectious	antithrombin iii human	2	0.601210971777241
Arthritis, Infectious	antithymocyte immunoglobulin (rabbit)	2	0.879807219976879
Arthritis, Infectious	antrafenine	2	0.688340369254956
Arthritis, Infectious	apalutamide	2.07142857142857	0.378671372857902
Arthritis, Infectious	apixaban	2	0.662018518600356
Arthritis, Infectious	apomorphine	2.2	0.976959781935522
Arthritis, Infectious	apraclonidine	2	0.522943119175437
Arthritis, Infectious	aprepitant	2	0.411941065699398
Arthritis, Infectious	aprotinin	2.5	0.991379095937654
Arthritis, Infectious	arbutamine	1.66666666666667	0.421945575872959
Arthritis, Infectious	arbutin	2	0.404653594320306
Arthritis, Infectious	ardeparin	2	0.565406593191326
Arthritis, Infectious	arformoterol	1	0.36324466205577
Arthritis, Infectious	argatroban	2	0.757502749293212
Arthritis, Infectious	aripiprazole	2.11627906976744	0.998710565296966
Arthritis, Infectious	aripiprazole lauroxil	2.08	0.823575554174692
Arthritis, Infectious	armodafinil	2	0.617911422188953
Arthritis, Infectious	arsenic trioxide	1.1	0.191998857402156
Arthritis, Infectious	arzoxifene	1.5	0.980031114586946
Arthritis, Infectious	ascorbic acid	2	0.676057668426987
Arthritis, Infectious	asenapine	1.94736842105263	0.619646741712962
Arthritis, Infectious	asfotase alfa	2	0.601210971777241
Arthritis, Infectious	asparagine	1.5	0.0104331600722546
Arthritis, Infectious	aspartic acid	1.55	0.000168304912643537
Arthritis, Infectious	astemizole	1.75	0.432947769672063
Arthritis, Infectious	atenolol	1.5	0.5
Arthritis, Infectious	atezolizumab	2	0.339620798842409
Arthritis, Infectious	atomoxetine	2.18181818181818	0.998465373493582
Arthritis, Infectious	atorvastatin	1.8	0.821938351139499
Arthritis, Infectious	atosiban	2	0.405572756669194
Arthritis, Infectious	atovaquone	2	0.585500004359447
Arthritis, Infectious	atracurium besylate	4	0.999946103924839
Arthritis, Infectious	atropine	2.42857142857143	0.996671695220446
Arthritis, Infectious	auranofin	1.5	0.505790415003589
Arthritis, Infectious	aurothioglucose	2	0.324607522565082
Arthritis, Infectious	avanafil	2	0.37717487214748
Arthritis, Infectious	avatrombopag	2	0.411225003425013
Arthritis, Infectious	avelumab	2	0.397363447230139
Arthritis, Infectious	axicabtagene ciloleucel	2	0.662018518600356
Arthritis, Infectious	axitinib	1.33333333333333	0.0300236343476822
Arthritis, Infectious	azacitidine	1	0.203428523821845
Arthritis, Infectious	azatadine	1	2.43250370925518e-05
Arthritis, Infectious	azathioprine	1	0.0968004845856104
Arthritis, Infectious	azelaic acid	2	0.414946199446585
Arthritis, Infectious	azelastine	2	0.260959120537802
Arthritis, Infectious	azilsartan medoxomil	2	0.685059521266246
Arthritis, Infectious	azithromycin	2	0.553579204630712
Arthritis, Infectious	bacitracin	1	0.00471624983805502
Arthritis, Infectious	baclofen	2	0.663277068561605
Arthritis, Infectious	balsalazide	1.75	0.467517173550279
Arthritis, Infectious	baricitinib	1	0.0862293408028701
Arthritis, Infectious	basiliximab	1.91666666666667	0.382088577811048
Arthritis, Infectious	bazedoxifene	1.5	0.991070868501115
Arthritis, Infectious	becaplermin	1	0.00542454052245143
Arthritis, Infectious	beclomethasone dipropionate	1	0.298602920768755
Arthritis, Infectious	belatacept	2.5	0.968318735387389
Arthritis, Infectious	belimumab	2	0.391491006441466
Arthritis, Infectious	belinostat	1.54545454545455	0.977611281378717
Arthritis, Infectious	bemiparin	2	0.647205630691156
Arthritis, Infectious	benazepril	2	0.513236346083117
Arthritis, Infectious	bendazac	2	0.70527921593645
Arthritis, Infectious	bendroflumethiazide	1.8	0.0469426653691375
Arthritis, Infectious	benralizumab	1.5	0.0103849333840912
Arthritis, Infectious	benserazide	2	0.344044106225632
Arthritis, Infectious	benzatropine	1.8	0.135015157942958
Arthritis, Infectious	benzocaine	2	0.262421470906054
Arthritis, Infectious	benzoic acid	2.4	0.984666776688774
Arthritis, Infectious	benzonatate	2	0.615393999131272
Arthritis, Infectious	benzphetamine	2	0.601210971777241
Arthritis, Infectious	benzthiazide	1.83333333333333	0.16937824628127
Arthritis, Infectious	benzylpenicillin	3.5	0.998656326096976
Arthritis, Infectious	benzylpenicilloyl polylysine	2	0.585053800553415
Arthritis, Infectious	bepotastine	1	0.000401652335492208
Arthritis, Infectious	bepridil	1.7	0.123660748561876
Arthritis, Infectious	berberine	2	0.717884749579625
Arthritis, Infectious	betahistine	2	0.301665886145933
Arthritis, Infectious	betamethasone	1	0.332054137048753
Arthritis, Infectious	betaxolol	1.5	0.466895542892903
Arthritis, Infectious	betazole	3	0.826541535098991
Arthritis, Infectious	bethanechol	2.25	0.931964247269689
Arthritis, Infectious	bethanidine	1.85714285714286	0.399006486911367
Arthritis, Infectious	betrixaban	2	0.667945862951247
Arthritis, Infectious	bevacizumab	1.9	0.367674475107182
Arthritis, Infectious	bexarotene	1	0.0152964490681791
Arthritis, Infectious	bezafibrate	1.42857142857143	0.0933382307361929
Arthritis, Infectious	bicalutamide	1	0.344044106225632
Arthritis, Infectious	bilastine	1	1.87276694258552e-06
Arthritis, Infectious	bimatoprost	2.33333333333333	0.903935894181788
Arthritis, Infectious	binimetinib	0.8	3.63350106229275e-09
Arthritis, Infectious	bioallethrin	2.25	0.991823547502841
Arthritis, Infectious	biotin	1.88888888888889	0.725746882249926
Arthritis, Infectious	biperiden	3	0.998382544041543
Arthritis, Infectious	bisoprolol	1.5	0.543483645519244
Arthritis, Infectious	bivalirudin	2	0.696022825051387
Arthritis, Infectious	bleomycin	1.5	0.197370852606504
Arthritis, Infectious	blinatumomab	2	0.691462461274013
Arthritis, Infectious	bortezomib	1	0.05518361331297
Arthritis, Infectious	bosentan	2	0.585053800553415
Arthritis, Infectious	bosutinib	1.5	0.886973714477477
Arthritis, Infectious	botulinum toxin type a	2	0.815939874653241
Arthritis, Infectious	botulinum toxin type b	2	0.760551101290475
Arthritis, Infectious	bremelanotide	2.4	0.999373105582057
Arthritis, Infectious	brentuximab vedotin	2	0.5
Arthritis, Infectious	bretylium	1	0.130825545294118
Arthritis, Infectious	brexanolone	2.15384615384615	0.279802810150461
Arthritis, Infectious	brexpiprazole	1.8	0.123263728028696
Arthritis, Infectious	brigatinib	1.66666666666667	0.94931114627627
Arthritis, Infectious	brimonidine	2	0.452811441399703
Arthritis, Infectious	brinzolamide	2	0.14868505901095
Arthritis, Infectious	brivaracetam	2.63636363636364	0.999993436132623
Arthritis, Infectious	brolucizumab	2	0.690579534301245
Arthritis, Infectious	bromazepam	2.13333333333333	0.413899444384192
Arthritis, Infectious	bromfenac	2	0.663255419276281
Arthritis, Infectious	bromocriptine	2.05555555555556	0.918329079677404
Arthritis, Infectious	bromodiphenhydramine	1	2.43250370925518e-05
Arthritis, Infectious	brompheniramine	2.16666666666667	0.749419764363037
Arthritis, Infectious	buclizine	1.5	0.000832076874799695
Arthritis, Infectious	budesonide	1.5	0.644995597372331
Arthritis, Infectious	bufexamac	2	0.88155885154572
Arthritis, Infectious	bumetanide	2.4	0.994006816661033
Arthritis, Infectious	bupivacaine	2	0.264984422415712
Arthritis, Infectious	buprenorphine	2	0.739334194567447
Arthritis, Infectious	bupropion	2.25	0.873728442457056
Arthritis, Infectious	buserelin	2.5	0.963351538062379
Arthritis, Infectious	buspirone	1.85714285714286	0.191028112076338
Arthritis, Infectious	butabarbital	2.11764705882353	0.514236563179022
Arthritis, Infectious	butalbital	2.11764705882353	0.409194071621179
Arthritis, Infectious	butamben	2.20689655172414	0.961864717220161
Arthritis, Infectious	butenafine	2	0.344044106225632
Arthritis, Infectious	butobarbital	2.2	0.599112916969286
Arthritis, Infectious	butorphanol	2	0.704060482904257
Arthritis, Infectious	butriptyline	1.66666666666667	0.0421460811514515
Arthritis, Infectious	butylscopolamine	2	0.593951541384903
Arthritis, Infectious	cabazitaxel	1	0.0749077576863228
Arthritis, Infectious	cabergoline	2	0.944132807118559
Arthritis, Infectious	cabozantinib	1.66666666666667	0.586751179468933
Arthritis, Infectious	caffeine	1.96875	0.370786634736402
Arthritis, Infectious	calcifediol	0	0.0232775024484468
Arthritis, Infectious	calcipotriol	0	0.0135983801625275
Arthritis, Infectious	calcitriol	1	0.0437765564509893
Arthritis, Infectious	calcium	2.10526315789474	0.99711619973845
Arthritis, Infectious	calcium carbimide	2	0.212527379928983
Arthritis, Infectious	calcium chloride	2	0.57592734943351
Arthritis, Infectious	calcium citrate	1.93548387096774	0.878187077300603
Arthritis, Infectious	calcium levulinate	1.5	0.390833696462425
Arthritis, Infectious	calcium phosphate	1.93548387096774	0.878831197374594
Arthritis, Infectious	calcium phosphate dihydrate	1.93548387096774	0.9203186989547
Arthritis, Infectious	camphor	2	0.210408577424509
Arthritis, Infectious	canakinumab	0	4.53880591287298e-19
Arthritis, Infectious	candesartan cilexetil	2	0.655955893774368
Arthritis, Infectious	cangrelor	2	0.212833698648089
Arthritis, Infectious	cannabidiol	1.89473684210526	0.0472371763486548
Arthritis, Infectious	cantharidin	2	0.742596867046104
Arthritis, Infectious	capecitabine	0	9.53879185217089e-06
Arthritis, Infectious	caplacizumab	2	0.615393999131272
Arthritis, Infectious	capromab pendetide	2	0.336722931438395
Arthritis, Infectious	capsaicin	1.5	0.408255467996162
Arthritis, Infectious	capsicum oleoresin	2	0.629927932097713
Arthritis, Infectious	captopril	1.6	0.050662725497999
Arthritis, Infectious	carbamazepine	2.33333333333333	0.987795753361265
Arthritis, Infectious	carbamoylcholine	2.5	0.999389920034318
Arthritis, Infectious	carbetocin	2	0.427460010658366
Arthritis, Infectious	carbidopa	2	0.337981481399644
Arthritis, Infectious	carbimazole	3	0.95758907279707
Arthritis, Infectious	carbinoxamine	1	5.17727971880815e-06
Arthritis, Infectious	carbocisteine	1	0.150190718533753
Arthritis, Infectious	carbon monoxide	2	0.342684282960263
Arthritis, Infectious	carboprost tromethamine	2	0.398789028222759
Arthritis, Infectious	carboxin	1	0.145349313679669
Arthritis, Infectious	carboxymethylcellulose	2	0.662018518600356
Arthritis, Infectious	carfilzomib	0.666666666666667	2.08858562530349e-07
Arthritis, Infectious	carglumic acid	2	0.706709131192249
Arthritis, Infectious	cariprazine	1.83333333333333	0.163593438895153
Arthritis, Infectious	carisoprodol	2	0.270464313214174
Arthritis, Infectious	carmustine	1	0.0509143357888951
Arthritis, Infectious	carprofen	2	0.725206377980299
Arthritis, Infectious	carteolol	1.5	0.541535561020864
Arthritis, Infectious	carvedilol	1.77777777777778	0.428070205183387
Arthritis, Infectious	castor oil	2	0.536962044221812
Arthritis, Infectious	catridecacog	3	0.94470305720965
Arthritis, Infectious	catumaxomab	1.71428571428571	0.030022055453073
Arthritis, Infectious	cefazolin	2	0.3636514070032
Arthritis, Infectious	cefdinir	2	0.371469100933172
Arthritis, Infectious	cefotaxime	2.66666666666667	0.991149963786891
Arthritis, Infectious	ceftriaxone	2.66666666666667	0.927713235593332
Arthritis, Infectious	celecoxib	2	0.701356394039614
Arthritis, Infectious	celiprolol	1.83333333333333	0.467517173550279
Arthritis, Infectious	cemiplimab	2	0.46399641640112
Arthritis, Infectious	cenegermin	2	0.85465068632033
Arthritis, Infectious	ceritinib	2	0.820777413605896
Arthritis, Infectious	cerivastatin	2	0.539827837277029
Arthritis, Infectious	cerliponase alfa	2	0.667945862951247
Arthritis, Infectious	certolizumab pegol	0	0.000343408767695891
Arthritis, Infectious	ceruletide	3	0.998581933672173
Arthritis, Infectious	cetirizine	1	2.08137521949324e-23
Arthritis, Infectious	cetrorelix	2.5	0.946973314945716
Arthritis, Infectious	cetuximab	1.90909090909091	0.671496127730751
Arthritis, Infectious	cevimeline	2	0.438887001842399
Arthritis, Infectious	chenodeoxycholic acid	2.33333333333333	0.879075366037198
Arthritis, Infectious	chloramphenicol	1	0.023296851685566
Arthritis, Infectious	chlorcyclizine	1	7.20502530022554e-05
Arthritis, Infectious	chlordiazepoxide	2.15384615384615	0.404083648449112
Arthritis, Infectious	chlorhexidine	2	0.433219431788052
Arthritis, Infectious	chlormerodrin	2	0.40282965411418
Arthritis, Infectious	chlormezanone	2	0.409719815650881
Arthritis, Infectious	chlorobutanol	2	0.717170455962981
Arthritis, Infectious	chloroprocaine	2	0.330369123060194
Arthritis, Infectious	chloroquine	1.33333333333333	0.0149786800653227
Arthritis, Infectious	chlorothiazide	1.66666666666667	0.0588500976471647
Arthritis, Infectious	chlorpheniramine	1.75	0.0916195282748349
Arthritis, Infectious	chlorpromazine	1.88461538461538	0.20071287813409
Arthritis, Infectious	chlorpropamide	3	0.999243084217227
Arthritis, Infectious	chlorprothixene	2.08333333333333	0.788817729240348
Arthritis, Infectious	chlorthalidone	2.5	0.89731295404768
Arthritis, Infectious	chlorzoxazone	2	0.62282512785252
Arthritis, Infectious	cholecalciferol	0	0.0138258183538257
Arthritis, Infectious	cholecystokinin	2	0.913734494129741
Arthritis, Infectious	cholesterol	1.33333333333333	0.137877543348188
Arthritis, Infectious	choline	2.14285714285714	0.844778411880177
Arthritis, Infectious	choline magnesium trisalicylate	2	0.657702878356116
Arthritis, Infectious	choline salicylate	2.14285714285714	0.837598126142086
Arthritis, Infectious	chondroitin sulfate	1.75	0.173895536150938
Arthritis, Infectious	choriogonadotropin alfa	2	0.701882466712354
Arthritis, Infectious	chorionic gonadotropin (human)	2	0.576237902215284
Arthritis, Infectious	chromic chloride	2	0.883678925603411
Arthritis, Infectious	chromic nitrate	1	0.00502677156175694
Arthritis, Infectious	chromium	1	0.00502677156175694
Arthritis, Infectious	chromium gluconate	1	0.00228105693436015
Arthritis, Infectious	chromium nicotinate	1	0.0139557179990722
Arthritis, Infectious	chromous sulfate	1	0.00141806632782734
Arthritis, Infectious	chymopapain	2	0.515010203114794
Arthritis, Infectious	ciclesonide	1	0.314940478733754
Arthritis, Infectious	ciclopirox	1	0.0970859962880845
Arthritis, Infectious	cilastatin	3	0.973360229891185
Arthritis, Infectious	cilazapril	2	0.569452950120241
Arthritis, Infectious	cilostazol	2	0.62282512785252
Arthritis, Infectious	cimetidine	3	0.799266544191801
Arthritis, Infectious	cinacalcet	2	0.599239516386724
Arthritis, Infectious	cinchocaine	1.66666666666667	0.5
Arthritis, Infectious	cinnarizine	2.25	0.980109147767164
Arthritis, Infectious	ciprofibrate	2	0.733410548249854
Arthritis, Infectious	ciprofloxacin	1.5	0.224096540317824
Arthritis, Infectious	cisapride	2	0.483633411645007
Arthritis, Infectious	cisatracurium	4	0.99890856298853
Arthritis, Infectious	cisplatin	1.5	0.130664222808481
Arthritis, Infectious	citalopram	1.5	0.00361430256779762
Arthritis, Infectious	citric acid	1.95454545454545	0.462170013142488
Arthritis, Infectious	citrulline	2.08333333333333	0.774875714882839
Arthritis, Infectious	cladribine	1.77777777777778	0.392949938222023
Arthritis, Infectious	clarithromycin	2	0.706709131192249
Arthritis, Infectious	clemastine	1	0.00166977083450618
Arthritis, Infectious	clenbuterol	1.4	0.0220485643988272
Arthritis, Infectious	clevidipine	2.25	0.869213801856396
Arthritis, Infectious	clidinium	2	0.361465072788483
Arthritis, Infectious	clobazam	2.15384615384615	0.370723780884344
Arthritis, Infectious	clobetasol propionate	1	0.288034907556519
Arthritis, Infectious	clobetasone	1	0.314940478733754
Arthritis, Infectious	clocortolone	1	0.277669818423777
Arthritis, Infectious	clodronic acid	1	0.0590316016105001
Arthritis, Infectious	clofarabine	1.5	0.296244389702026
Arthritis, Infectious	clofazimine	2	0.397363447230139
Arthritis, Infectious	clofedanol	1	0.000109654864703868
Arthritis, Infectious	clofibrate	2	0.702218205881302
Arthritis, Infectious	clomifene	1.5	0.830452011862318
Arthritis, Infectious	clomipramine	1.83333333333333	0.371469100933172
Arthritis, Infectious	clonazepam	2.13333333333333	0.387247611847759
Arthritis, Infectious	clonidine	1.83333333333333	0.0879989362134783
Arthritis, Infectious	clopidogrel	2	0.240852678180081
Arthritis, Infectious	clorazepic acid	2.14285714285714	0.37691801242116
Arthritis, Infectious	clotiazepam	2.07692307692308	0.29761103453823
Arthritis, Infectious	clotrimazole	2	0.62282512785252
Arthritis, Infectious	clove oil	2	0.891251408759888
Arthritis, Infectious	clozapine	2.03703703703704	0.702783011501061
Arthritis, Infectious	coagulation factor ix (recombinant)	2	0.912777858147744
Arthritis, Infectious	coagulation factor ix human	2	0.876589071859191
Arthritis, Infectious	coagulation factor vii human	2.33333333333333	0.960367631404759
Arthritis, Infectious	coagulation factor viia recombinant human	2.16666666666667	0.959128585112703
Arthritis, Infectious	cobimetinib	1	0.336523944796133
Arthritis, Infectious	cocaine	2	0.443484292150164
Arthritis, Infectious	coccidioides immitis spherule	1.14285714285714	0.000193307008263806
Arthritis, Infectious	codeine	2	0.734786493394106
Arthritis, Infectious	collagenase clostridium histolyticum	2	0.862122456651812
Arthritis, Infectious	conestat alfa	2.33333333333333	0.999432387183783
Arthritis, Infectious	conivaptan	2	0.467517173550279
Arthritis, Infectious	conjugated estrogens	1.5	0.998581933672173
Arthritis, Infectious	copanlisib	1.5	0.297211430732516
Arthritis, Infectious	copper	1.68382352941176	0.458594129204494
Arthritis, Infectious	corifollitropin alfa	2	0.649739785701631
Arthritis, Infectious	corticorelin ovine triflutate	2	0.5
Arthritis, Infectious	corticotropin	2.5	0.938213720495259
Arthritis, Infectious	cortisone acetate	1	0.293290868807751
Arthritis, Infectious	creatine	1.71428571428571	0.0341458705987967
Arthritis, Infectious	crisaborole	2	0.643029118558719
Arthritis, Infectious	crizanlizumab	2	0.590280184349119
Arthritis, Infectious	crizotinib	2	0.894957133231309
Arthritis, Infectious	crofelemer	2	0.707306853791616
Arthritis, Infectious	cromoglicic acid	2	0.698996012813495
Arthritis, Infectious	crotalus adamanteus antivenin	3	0.931405242692413
Arthritis, Infectious	cryptenamine	2.4	0.941666397077868
Arthritis, Infectious	cupric chloride	1.5	0.0900580007870711
Arthritis, Infectious	curcumin	1	0.0023411929410037
Arthritis, Infectious	cyanocobalamin	2	0.232509466000008
Arthritis, Infectious	cyclandelate	2	0.326585213894444
Arthritis, Infectious	cyclizine	1.5	0.0178856255279414
Arthritis, Infectious	cyclobenzaprine	1.77777777777778	0.151473668195237
Arthritis, Infectious	cyclopentolate	2	0.431949773586689
Arthritis, Infectious	cyclophosphamide	2	0.679454089019012
Arthritis, Infectious	cyclosporine	1.5	0.0590316016105001
Arthritis, Infectious	cyclothiazide	1.8	0.0765316353964052
Arthritis, Infectious	cycrimine	2	0.356651586939229
Arthritis, Infectious	cyproheptadine	1.85714285714286	0.388230226214651
Arthritis, Infectious	cyproterone acetate	1.5	0.42407265056649
Arthritis, Infectious	cysteamine	3	0.999961552342031
Arthritis, Infectious	cysteine	1.84615384615385	0.239142404972516
Arthritis, Infectious	cystine	2.33333333333333	0.769219283866651
Arthritis, Infectious	cytarabine	2	0.690579534301245
Arthritis, Infectious	d-alpha-tocopherol acetate	1.66666666666667	0.532267464182949
Arthritis, Infectious	d-methionine	2	0.586197071489264
Arthritis, Infectious	d-serine	2	0.858661015134931
Arthritis, Infectious	dabigatran etexilate	2	0.732530303108559
Arthritis, Infectious	dabrafenib	2	0.918576134980211
Arthritis, Infectious	dacarbazine	1.5	0.233213306570276
Arthritis, Infectious	dactinomycin	1	0.0311665976427689
Arthritis, Infectious	dalfampridine	2.35714285714286	0.998119732580107
Arthritis, Infectious	dalteparin	2	0.765771960645653
Arthritis, Infectious	damoctocog alfa pegol	2	0.663277068561605
Arthritis, Infectious	danaparoid	2	0.629927932097713
Arthritis, Infectious	danazol	1.6	0.685324242776993
Arthritis, Infectious	dantrolene	2	0.655955893774368
Arthritis, Infectious	dapiprazole	1.66666666666667	0.027200440813097
Arthritis, Infectious	daratumumab	2	0.550480793710763
Arthritis, Infectious	darbepoetin alfa	2	0.762430571958398
Arthritis, Infectious	darifenacin	2.4	0.945283675443867
Arthritis, Infectious	darolutamide	1.5	0.783007913640838
Arthritis, Infectious	dasatinib	1.43478260869565	0.233308782108809
Arthritis, Infectious	daunorubicin	1	0.0360691147993019
Arthritis, Infectious	debrisoquine	2	0.5
Arthritis, Infectious	decamethonium	2.75	0.999976190095993
Arthritis, Infectious	decitabine	1	0.193738942187845
Arthritis, Infectious	deferoxamine	1	0.460172162722971
Arthritis, Infectious	defibrotide	2	0.557607311763173
Arthritis, Infectious	deflazacort	1	0.337981481399644
Arthritis, Infectious	degarelix	3	0.969500272206473
Arthritis, Infectious	demecarium	2.5	0.842303085740335
